205,3,2,43,1,1,0,0
206,3,3,105,0,0,1,1
207,1,0,86,2,1,0,0
208,1,4,86,0,1,1,1
209,0,2,102,1,0,1,0
210,0,3,94,0,0,1,1
211,0,2,37,2,1,1,1
212,0,4,42,1,0,1,1
213,3,2,84,1,0,0,1
214,2,0,72,0,0,0,0
215,1,0,117,2,1,0,1
216,3,4,115,2,0,0,1
217,0,0,10,0,0,1,1
218,2,1,19,0,1,1,0
219,0,1,54,1,1,0,0
220,1,3,18,1,1,0,1
221,1,3,82,0,1,1,1
222,3,0,52,2,1,1,1
223,0,3,78,2,1,0,0
224,3,0,83,2,0,0,1
225,2,0,93,2,0,0,1
226,2,0,40,2,0,1,1
227,0,0,49,1,1,0,0
228,0,1,33,2,0,0,1
229,3,4,61,2,1,1,1
230,1,3,56,0,0,1,1
231,0,1,74,2,1,0,0
232,3,4,55,0,0,1,0
233,0,0,47,1,0,0,1
234,3,0,25,1,1,1,0
235,3,1,112,0,1,0,0
236,1,1,51,2,1,1,0
237,2,4,63,2,0,0,1
238,3,0,71,2,0,0,1
239,1,0,51,2,1,1,1
240,3,4,50,1,1,0,0
241,0,1,76,1,1,0,0
242,0,3,57,0,0,0,0
243,0,4,37,0,1,0,0
244,0,2,62,2,1,0,1
245,2,1,62,0,0,1,0
246,2,2,29,1,0,1,1
247,1,4,78,1,1,1,1
248,1,4,65,1,0,1,0
249,3,0,77,2,1,1,1
250,2,4,43,0,1,1,1
251,3,1,42,2,0,0,1
252,0,0,3,2,0,1,0
253,3,3,100,2,1,1,0
254,3,1,30,0,0,0,0
255,3,3,96,0,1,0,1
256,1,3,118,2,0,1,0
257,2,3,95,0,1,0,0
258,3,0,63,2,1,1,0
259,2,1,19,0,0,0,1
260,2,2,94,1,0,0,0
261,2,4,69,0,1,0,1
262,3,0,104,1,0,1,0
263,3,2,18,2,0,1,0
264,1,3,102,1,0,1,1
265,0,2,72,1,1,0,1
266,3,2,105,1,1,0,1
267,3,3,65,2,0,0,0
268,2,4,40,2,1,0,1
269,1,1,111,0,1,1,1
270,3,3,37,2,0,1,0
271,0,2,7,2,1,0,1
272,3,1,43,1,0,1,1
273,0,3,38,1,0,0,0
274,3,4,90,2,1,0,1
275,1,1,100,2,1,1,1
276,2,4,89,0,1,1,0
277,2,0,57,2,0,1,1
278,1,2,93,0,0,0,0
279,2,4,64,2,1,0,1
280,2,2,14,1,0,1,1
281,1,1,54,2,0,1,1
282,2,4,5,0,1,0,1
283,0,0,82,0,0,0,1
284,3,0,94,1,1,0,1
285,1,1,113,0,1,0,0
286,1,1,82,2,1,1,0
287,3,2,71,2,0,0,0
288,2,2,63,1,0,1,0
289,3,2,50,2,1,1,1
290,2,2,84,0,1,1,1
291,0,2,67,1,0,1,1
292,2,3,46,2,1,0,0
293,2,2,17,1,1,0,0
294,0,1,38,1,1,0,1
295,3,3,59,0,0,1,0
296,1,2,88,1,0,1,1
297,3,1,62,1,0,1,0
298,0,4,60,2,1,0,1
299,3,1,108,2,0,1,0
300,3,4,119,2,0,1,0
301,0,2,111,1,1,1,1
302,2,1,54,2,1,1,0
303,2,3,54,1,1,1,1
304,0,4,117,2,1,0,0
305,2,4,68,1,1,1,0
306,1,1,80,2,0,0,0
307,0,0,77,0,0,1,1
308,2,2,96,2,0,1,1
309,2,4,113,0,1,0,1
310,1,3,73,2,0,0,0
311,2,0,47,0,1,0,0
312,3,2,61,0,0,0,1
313,3,4,61,0,1,1,0
314,1,4,104,2,1,0,1
315,3,4,89,1,0,0,1
316,0,2,44,1,1,0,0
317,1,3,58,1,1,1,0
318,3,2,33,1,0,0,0
319,3,0,73,1,0,0,1
320,1,2,1,2,0,0,1
321,2,4,7,1,1,0,0
322,3,1,109,1,0,1,1
323,2,1,105,1,0,0,0
324,2,4,80,2,1,1,0
325,2,0,83,0,1,1,0
326,1,1,63,0,1,0,0
327,2,2,82,0,0,0,1
328,1,1,13,0,0,1,0
329,1,1,59,2,1,1,0
330,1,4,105,0,1,0,0
331,1,0,5,2,0,0,1
332,0,0,80,0,0,1,0
333,3,2,13,2,0,0,0
334,3,3,34,2,0,0,0
335,2,2,110,0,1,0,0
336,1,3,103,0,1,0,0
337,2,4,58,0,0,1,0
338,1,1,19,1,0,0,0
339,0,3,5,0,1,0,0
340,0,1,38,1,0,1,1
341,1,1,108,0,1,0,1
342,1,2,61,2,0,1,0
343,2,0,105,2,0,0,1
344,0,0,4,1,0,1,1
345,2,3,11,2,1,1,1
346,1,0,103,0,1,1,1
347,3,4,79,1,1,0,1
348,2,1,2,0,0,1,0
349,0,2,111,2,0,0,1
350,3,0,28,2,0,1,0
351,2,0,107,0,0,0,1
352,3,4,14,2,0,1,1
353,1,4,16,0,1,1,0
354,2,3,74,2,1,0,1
355,3,1,110,2,1,0,1
356,3,0,83,0,0,1,1
357,0,3,39,0,1,1,1
358,2,1,101,2,1,1,1
359,2,3,42,1,1,1,1
360,1,3,100,1,1,1,1
361,1,2,69,0,1,0,1
362,1,0,107,0,1,0,0
363,2,3,45,2,0,1,1
364,3,4,44,2,1,1,1
365,0,1,107,1,1,1,0
366,3,0,38,1,1,1,0
367,2,3,66,0,0,1,0
368,1,3,76,1,0,0,1
369,1,0,80,2,1,1,1
370,1,2,33,1,1,0,0
371,3,1,114,1,1,0,0
372,2,0,23,1,0,0,1
373,2,1,82,2,0,0,0
374,3,2,3,1,0,1,0
375,1,2,15,1,0,0,0
376,3,4,49,0,1,1,0
377,3,3,59,1,1,1,0
378,1,3,97,0,0,0,1
379,2,2,5,2,1,1,1
380,2,1,94,2,0,1,0
381,3,4,105,1,1,1,1
382,1,0,37,0,0,1,0
383,3,1,106,1,1,1,1
384,1,4,60,1,1,1,0
385,2,4,77,0,0,1,1
386,2,3,7,1,1,1,1
387,3,0,86,2,1,1,1
388,1,3,10,0,1,1,0
389,2,4,100,2,0,1,1
390,1,3,48,1,0,1,0
391,3,1,102,0,1,0,1
392,0,0,41,2,0,1,0
393,0,0,40,0,1,1,0
394,2,1,89,2,0,1,1
395,0,1,29,0,1,0,1
396,1,1,30,0,0,0,0
397,0,2,104,1,0,0,0
398,3,1,23,1,0,1,1
399,2,2,5,1,1,1,1
400,3,1,46,0,1,1,0
401,3,0,67,1,1,0,0
402,0,3,9,2,0,0,1
403,0,0,27,0,1,0,0
404,2,0,57,2,0,1,1
405,3,1,120,2,0,0,0
406,1,1,66,0,0,0,1
407,3,2,56,1,1,1,0
408,2,4,61,2,1,0,0
409,3,4,51,2,0,1,1
410,3,3,101,2,0,0,0
411,3,2,21,2,1,1,0
412,2,1,72,2,0,1,0
413,1,2,108,1,1,1,0
414,0,4,101,1,0,1,0
415,2,4,85,0,0,0,1
416,1,1,25,2,1,1,0
417,3,1,79,1,0,1,1
418,0,4,26,1,1,1,0
419,1,0,10,1,0,1,0
420,3,2,34,1,1,0,0
421,3,3,108,1,0,1,1
422,3,1,108,0,1,1,1
423,1,4,7,2,1,1,0
424,0,1,94,2,0,0,1
425,1,2,62,2,1,0,1
426,3,2,98,1,0,0,1
427,3,2,21,2,0,0,0
428,0,0,81,1,1,1,0
429,2,0,116,1,1,1,1
430,2,4,29,0,0,1,1
431,0,3,107,1,0,1,0
432,3,2,54,2,1,0,0
433,3,3,46,2,1,0,0
434,2,2,14,1,1,1,1
435,2,3,35,0,0,0,1
436,3,0,50,2,1,1,0
437,0,2,66,2,0,1,1
438,0,2,99,0,0,1,0
439,2,1,58,1,1,1,1
440,2,4,106,2,0,1,0
441,2,3,72,2,0,0,0
442,3,0,98,1,1,1,1
443,3,2,2,1,0,1,1
444,2,0,11,2,0,1,1
445,3,3,42,0,0,0,0
446,0,3,117,0,0,1,0
447,2,4,52,0,0,0,0
448,2,0,35,2,1,1,0
449,1,0,78,1,0,0,1
450,2,3,41,0,1,1,1
451,3,0,36,0,1,1,1
452,1,2,59,0,0,1,0
453,3,3,52,1,1,1,0
454,0,2,48,0,1,0,0
455,1,2,83,1,1,1,1
456,2,3,118,2,1,0,1
457,1,4,13,2,0,0,0
458,0,0,62,1,0,0,0
459,3,1,13,2,1,0,1
460,2,1,12,1,0,1,0
461,3,2,93,2,1,1,1
462,1,3,89,0,1,1,1
463,0,2,104,0,1,0,1
464,1,3,16,1,0,0,0
465,0,3,85,0,1,1,0
466,3,0,45,2,0,1,0
467,0,0,91,0,0,1,0
468,1,1,76,0,1,0,0
469,3,0,105,2,1,1,1
470,2,0,1,0,0,1,0
471,1,3,12,2,1,0,0
472,3,3,39,1,0,0,1
473,2,3,50,2,0,1,1
474,2,3,79,2,0,0,1
475,2,1,66,2,0,0,0
476,1,2,110,2,1,0,1
477,0,4,58,1,0,1,1
478,3,2,13,2,1,0,1
479,1,2,10,2,0,1,1
480,1,4,115,2,0,1,0
481,0,4,24,0,1,1,0
482,0,0,73,1,0,1,0
483,2,1,96,0,1,1,0
484,3,1,80,2,1,1,0
485,2,1,31,2,1,1,0
486,3,0,65,2,0,1,1
487,0,2,16,2,1,1,0
488,1,3,22,1,0,0,0
489,3,1,101,1,1,1,1
490,3,2,53,0,0,0,0
491,2,3,10,2,1,1,0
492,2,2,21,1,0,1,1
493,1,3,66,2,0,0,1
494,3,2,83,2,1,1,0
495,2,0,29,0,0,1,0
496,3,0,104,1,0,1,0
497,2,0,102,2,0,1,1
498,3,0,65,1,0,1,0
499,0,4,103,0,1,0,0
500,2,2,22,2,0,0,1
501,2,4,72,2,0,1,0
502,3,3,79,1,0,1,1
503,2,2,74,0,0,0,1
504,1,0,42,0,1,0,0
505,1,3,106,2,0,1,0
506,1,2,52,1,1,1,1
507,3,4,66,2,1,0,0
508,2,0,26,0,0,0,1
509,0,3,66,2,0,0,0
510,2,4,18,1,0,0,0
511,1,0,109,1,1,0,0
512,2,1,4,1,0,0,1
513,3,0,24,0,1,0,0
514,3,1,55,2,0,1,1
515,1,2,62,0,0,0,1
516,0,1,67,2,1,0,0
517,1,3,57,1,1,1,0
518,3,0,17,0,0,1,0
519,3,4,111,1,0,1,1
520,1,1,78,1,0,1,1
521,0,4,31,2,0,1,1
522,0,3,70,2,0,1,0
523,3,0,113,0,1,0,0
524,2,4,98,2,0,0,0
525,2,1,105,0,1,1,0
526,0,0,106,0,0,0,0
527,1,4,38,2,0,0,0
528,3,0,34,1,1,0,1
529,2,4,74,0,0,1,0
530,1,2,52,1,1,1,1
531,3,2,18,1,1,1,0
532,0,2,51,0,0,1,0
533,1,1,60,1,0,1,0
534,2,1,65,0,1,1,1
535,1,1,13,0,1,1,0
536,0,0,65,0,0,0,0
537,3,0,30,0,1,0,1
538,2,0,6,1,0,1,0
539,2,1,98,2,0,0,0
540,1,4,113,1,1,0,0
541,0,0,42,0,0,0,1
542,1,3,69,1,1,0,0
543,0,3,1,0,0,0,1
544,3,2,113,0,0,0,1
545,3,0,103,2,1,1,0
546,0,2,53,2,1,0,0
547,0,0,6,0,1,1,0
548,0,4,64,2,1,1,1
549,0,2,90,0,1,1,1
550,2,1,10,2,1,0,0
551,2,1,10,1,1,1,1
552,1,1,40,0,0,1,0
553,2,4,47,0,1,1,0
554,1,3,34,1,1,1,0
555,1,3,111,0,0,0,0
556,3,1,61,1,1,1,0
557,1,2,42,0,1,1,0
558,3,1,52,2,1,0,1
559,2,2,1,0,1,1,0
560,1,4,37,1,1,1,1
561,2,4,56,0,0,0,1
562,2,2,87,0,0,0,1
563,3,3,77,1,1,1,1
564,0,3,63,2,0,1,1
565,0,4,101,2,0,0,1
566,1,2,107,0,0,1,1
567,1,3,80,1,1,0,1
568,1,2,80,1,0,0,0
569,1,0,10,0,1,0,0
570,0,3,75,0,1,1,0
571,3,3,79,2,0,1,0
572,3,0,97,0,0,0,0
573,1,1,97,0,0,0,1
574,3,2,30,1,0,1,0
575,2,4,55,1,1,0,0
576,1,1,66,1,0,1,0
577,0,3,6,2,0,0,0
578,2,4,56,2,0,1,1
579,2,4,73,0,0,1,0
580,0,4,12,0,0,1,1
581,1,2,68,2,0,0,0
582,2,4,111,0,0,1,1
583,2,1,99,1,1,1,1
584,3,4,56,1,0,1,0
585,1,4,51,1,1,0,1
586,3,1,77,1,0,0,1
587,0,2,11,0,1,0,0
588,0,4,46,2,1,1,1
589,2,2,7,1,1,1,0
590,1,3,119,2,1,0,0
591,2,3,60,0,1,0,1
592,1,2,8,1,0,1,0
593,3,2,100,1,0,1,0
594,2,2,46,0,1,0,1
595,3,3,45,0,0,1,1
596,1,1,56,0,1,0,1
597,1,2,23,1,0,0,0
598,0,4,47,0,1,0,0
599,0,3,77,2,0,1,1
600,0,3,49,0,1,1,1
601,2,2,11,2,1,0,1
602,0,1,5,2,1,1,0
603,3,2,24,2,1,1,0
604,0,2,48,1,1,1,1
605,2,3,84,0,0,0,0
606,0,4,70,2,0,1,1
607,2,3,4,1,1,0,0
608,3,3,5,0,0,1,1
609,0,4,13,1,0,1,0
610,0,4,32,2,1,1,1
611,2,0,24,2,0,1,0
612,0,1,38,1,0,1,1
613,3,2,24,2,0,0,0
614,3,2,3,0,1,0,0
615,0,4,21,1,0,0,0
616,2,1,48,1,1,0,1
617,0,4,90,1,1,0,0
618,0,4,86,2,0,0,1
619,3,2,75,2,1,1,0
620,1,3,73,2,0,1,0
621,3,4,66,2,1,0,0
622,3,3,78,1,1,0,1
623,1,0,109,2,1,1,0
624,1,0,95,0,1,0,0
625,3,2,109,1,1,1,1
626,2,1,68,0,1,0,1
627,3,4,77,2,1,1,1
628,2,0,87,2,1,1,1
629,0,2,9,0,1,0,1
630,3,2,67,1,0,0,0
631,2,1,24,2,1,0,1
632,1,2,66,0,0,0,1
633,0,1,8,1,1,0,1
634,0,2,117,0,1,0,1
635,2,4,7,1,0,1,1
636,0,1,37,1,1,0,0
637,2,4,99,1,1,0,0
638,3,3,29,1,0,0,0
639,3,3,113,0,0,0,0
640,2,3,7,0,1,0,0
641,0,0,30,0,1,1,0
642,2,0,12,1,1,0,0
643,2,1,24,0,0,1,1
644,1,2,69,0,1,0,1
645,2,3,113,0,0,0,1
646,1,2,67,0,1,1,0
647,2,3,14,0,0,1,1
648,2,4,117,2,0,1,1
649,2,4,77,2,1,1,1
650,2,2,46,0,1,1,0
651,1,0,42,0,0,1,1
652,1,4,78,0,1,0,1
653,2,4,110,1,0,0,1
654,1,0,11,0,0,1,0
655,0,0,56,0,1,1,0
656,2,1,45,0,0,1,0
657,1,4,57,0,1,1,0
658,1,1,77,2,0,0,1
659,2,0,9,1,0,0,1
660,1,3,95,0,0,0,0
661,1,2,20,1,0,0,0
662,0,0,91,1,1,0,1
663,1,4,70,1,1,0,1
664,1,3,52,2,1,1,0
665,1,1,106,0,0,1,0
666,1,3,14,1,1,1,1
667,3,0,3,2,0,0,1
668,2,0,13,0,1,1,1
669,0,2,99,0,0,1,1
670,3,1,92,0,1,1,0
671,1,4,84,0,0,1,0
672,1,0,105,0,0,0,0
673,3,0,30,0,0,0,1
674,3,2,41,0,1,0,0
675,3,0,24,1,0,1,0
676,0,1,67,2,1,1,0
677,2,1,116,2,1,0,0
678,0,4,15,0,0,0,0
679,2,4,41,2,1,1,1
680,2,4,78,1,1,0,1
681,1,3,97,1,0,0,1
682,2,2,9,1,1,1,0
683,0,4,10,2,0,1,1
684,3,1,41,2,1,1,0
685,1,4,51,2,1,0,0
686,2,3,72,2,0,0,0
687,2,1,4,0,0,0,1
688,2,0,31,2,0,1,1
689,2,0,56,1,0,1,0
690,1,2,78,1,0,1,1
691,3,4,83,1,1,1,1
692,2,3,30,2,1,1,0
693,0,0,43,1,0,0,0
694,1,3,54,1,1,1,1
695,1,0,103,0,0,1,0
696,0,0,51,1,1,0,1
697,2,2,41,1,0,0,1
698,2,1,64,1,1,0,1
699,2,2,104,0,0,0,0
700,2,2,62,1,1,1,1
701,0,0,18,1,1,0,0
702,1,2,90,2,1,1,0
703,1,2,15,0,1,0,1
704,1,0,96,2,1,1,1
705,2,1,88,0,0,1,1
706,3,1,11,0,0,0,0
707,3,0,19,2,1,0,0
708,1,4,80,0,1,0,0
709,1,2,39,1,1,1,0
710,1,3,38,1,1,0,1
711,1,4,52,2,0,1,0
712,3,3,15,1,0,1,0
713,0,4,15,0,1,0,1
714,2,3,55,2,1,1,1
715,2,4,55,0,0,0,1
716,1,0,85,0,1,0,1
717,2,4,111,0,1,0,0
718,3,3,60,2,0,0,1
719,2,4,87,2,1,0,1
720,2,3,39,2,0,0,1
721,3,4,2,1,1,1,1
722,2,3,48,2,1,0,1
723,2,4,103,1,1,1,1
724,0,1,28,0,0,1,1
725,3,4,67,1,1,1,0
726,2,0,31,2,1,1,0
727,3,2,4,0,0,0,1
728,0,3,14,1,1,0,1
729,1,4,49,1,1,1,0
730,2,1,48,2,0,0,1
731,1,2,29,0,1,0,1
732,0,3,15,1,0,1,0
733,1,0,113,0,0,1,0
734,0,2,50,2,0,1,0
735,1,2,86,0,0,1,0
736,2,0,37,1,1,0,1
737,1,1,71,1,0,1,1
738,1,1,115,1,1,1,1
739,3,1,21,0,1,1,1
740,1,0,14,2,0,0,1
741,1,1,95,0,0,1,0
742,1,1,44,0,1,0,0
743,2,3,31,2,1,1,0
744,0,2,20,1,0,1,0
745,1,3,14,2,1,0,1
746,1,4,28,0,0,0,0
747,0,0,91,0,0,0,0
748,0,1,26,2,1,1,1
749,3,4,83,1,0,0,1
750,3,4,62,1,1,0,1
751,0,1,85,0,0,1,1
752,0,3,70,1,0,1,1
753,0,4,61,0,0,0,0
754,1,0,96,2,0,0,1
755,2,4,63,2,0,0,0
756,1,2,7,1,1,0,1
757,3,4,6,0,0,1,1
758,1,0,56,2,0,1,1
759,3,1,54,0,0,1,1
760,3,0,33,0,0,1,1
761,0,1,12,0,1,1,1
762,0,1,7,0,0,0,0
763,2,2,47,1,1,0,1
764,0,3,42,1,1,0,1
765,1,0,93,2,0,1,1
766,1,0,50,2,1,0,0
767,0,3,23,1,0,0,1
768,1,4,21,1,1,1,1
769,0,0,110,1,0,0,1
770,3,0,82,2,0,0,1
771,2,3,42,0,1,0,1
772,0,1,101,2,0,1,0
773,2,4,63,2,0,1,1
774,1,1,80,0,1,1,0
775,0,4,87,0,0,0,0
776,2,1,80,1,0,0,1
777,2,2,25,1,1,0,1
778,3,3,115,2,1,0,1
779,3,1,55,0,1,1,0
780,3,2,106,1,1,0,0
781,3,3,93,1,1,0,0
782,2,0,16,1,1,1,1
783,1,1,102,1,1,0,0
784,3,0,87,0,1,1,0
785,1,1,102,0,1,0,1
786,0,4,1,1,0,0,0
787,2,3,11,0,1,1,1
788,0,4,25,2,0,0,0
789,1,0,110,2,1,0,0
790,3,1,6,2,1,0,1
791,2,1,54,0,0,0,0
792,3,2,51,1,0,0,1
793,1,4,120,0,0,1,0
794,0,2,18,2,1,1,1
795,1,1,74,1,0,0,0
796,1,0,72,0,1,0,0
797,3,4,84,2,1,0,1
798,0,2,102,1,1,1,1
799,0,0,77,1,1,0,0
800,1,1,3,2,0,1,1
801,1,2,64,2,1,1,1
802,0,0,5,0,0,1,0
803,0,4,82,2,1,1,0
804,2,3,66,0,0,0,1
805,1,0,20,1,0,0,1
806,2,1,113,1,1,1,0
807,1,3,65,0,0,1,0
808,2,2,90,0,0,1,1
809,3,1,21,1,1,0,0
810,0,4,86,1,1,1,1
811,3,3,36,0,1,1,0
812,0,3,113,0,0,1,0
813,3,1,110,2,1,0,1
814,1,1,13,2,0,1,1
815,2,0,14,1,1,1,1
816,0,2,88,0,0,0,1
817,3,2,45,1,0,0,1
818,3,4,29,0,0,1,0
819,1,1,88,1,0,1,1
820,1,3,64,2,0,0,1
821,0,4,62,0,1,0,0
822,2,4,109,0,0,1,1
823,2,0,7,2,0,1,1
824,3,2,78,0,0,0,0
825,3,1,78,1,1,1,1
826,3,2,74,1,1,0,1
827,3,2,53,2,0,1,0
828,2,4,37,0,1,0,1
829,3,2,119,2,0,0,1
830,2,1,29,0,1,1,0
831,3,1,17,0,0,0,0
832,0,4,107,2,0,1,1
833,1,4,73,1,0,0,0
834,2,3,71,0,0,0,0
835,2,3,36,2,0,1,1
836,1,0,53,2,1,1,1
837,1,0,64,1,0,1,1
838,1,4,91,0,1,1,0
839,3,0,60,0,0,1,0
840,3,0,33,0,1,0,0
841,1,4,108,2,1,1,1
842,3,3,43,2,1,1,1
843,3,3,53,1,0,1,1
844,1,4,28,2,0,1,1
845,3,2,111,0,1,0,1
846,1,1,83,1,1,1,0
847,3,4,43,0,1,0,0
848,1,3,16,0,1,1,1
849,3,0,9,1,1,0,1
850,1,0,70,0,1,1,1
851,3,0,109,2,1,0,0
852,1,4,21,0,1,1,0
853,1,1,93,1,0,0,0
854,3,4,38,2,0,1,0
855,1,2,111,1,1,0,1
856,3,1,41,1,0,1,0
857,2,2,67,2,0,1,0
858,0,2,72,2,0,1,1
859,2,2,93,2,0,0,1
860,2,2,91,1,0,0,1
861,2,4,101,0,0,0,1
862,2,1,46,0,1,0,0
863,2,0,60,2,0,0,0
864,2,2,20,0,1,0,1
865,3,0,45,2,1,1,1
866,0,3,6,0,1,0,0
867,1,1,118,1,0,1,0
868,0,2,2,0,1,1,0
869,2,0,102,1,0,1,1
870,3,2,62,1,1,1,1
871,1,1,81,1,0,0,1
872,1,2,36,0,0,1,0
873,2,1,60,2,0,1,1
874,0,2,53,0,1,0,0
